/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S34. Binned and LOESS smoothed Cenozoic deep-sea benthic foraminifer stable carbon and oxygen isotope reference splice. PANGAEA, https://doi.org/10.1594/PANGAEA.917717, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Parameter(s):	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Ccount
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13C
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Cinterp
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ocount
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18O
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ointerp
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmooth
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmooth
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: error
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmoothLongTerm
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmoothLongTerm
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENLOESSsmooth_pts
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	294263 data points
*/
Tuned time [Ma]	Foram benth [#] (ISOBENbinned_d13Ccount)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13C)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13Cinterp)	Foram benth [#] (ISOBENbinned_d18Ocount)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18O)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18Ointerp)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmooth)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmooth)	Comment (error)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmoothLongTerm)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmoothLongTerm)	Comment (ISOBENLOESSsmooth_pts)
42.085	0		0.552	0		0.863	0.552	0.863	5pts smooth	0.444239530	0.796631460	250pts smooth
42.090	1	0.536	0.536	1	0.860	0.860	0.536	0.860	5pts smooth	0.441077110	0.797738190	250pts smooth
42.095	0		0.504	0		0.827	0.506	0.831	5pts smooth	0.437829490	0.798831940	250pts smooth
42.100	0		0.471	0		0.795	0.471	0.795	5pts smooth	0.434519830	0.799903330	250pts smooth
42.105	1	0.439	0.439	1	0.762	0.762	0.439	0.762	5pts smooth	0.431171330	0.800942900	250pts smooth
42.110	0		0.414	0		0.828	0.407	0.825	5pts smooth	0.427807210	0.801941160	250pts smooth
42.115	1	0.389	0.389	1	0.893	0.893	0.389	0.893	5pts smooth	0.424450640	0.802888690	250pts smooth
42.120	0		0.416	0		0.884	0.410	0.893	5pts smooth	0.421124850	0.803775970	250pts smooth
42.125	0		0.443	0		0.875	0.443	0.875	5pts smooth	0.417853000	0.804593500	250pts smooth
42.130	1	0.470	0.470	1	0.866	0.866	0.455	0.873	5pts smooth	0.414658340	0.805331950	250pts smooth
42.135	0		0.438	0		0.887	0.438	0.887	5pts smooth	0.411563990	0.805981810	250pts smooth
42.140	1	0.406	0.406	1	0.908	0.908	0.406	0.908	5pts smooth	0.408593240	0.806533580	250pts smooth
42.145	0		0.414	0		0.885	0.409	0.891	5pts smooth	0.405769230	0.806977810	250pts smooth
42.150	0		0.421	0		0.863	0.421	0.863	5pts smooth	0.403115180	0.807305100	250pts smooth
42.155	1	0.429	0.429	1	0.840	0.840	0.429	0.840	5pts smooth	0.400654260	0.807505910	250pts smooth
42.160	0		0.381	0		0.887	0.383	0.889	5pts smooth	0.398409690	0.807570760	250pts smooth
42.165	1	0.334	0.334	1	0.934	0.934	0.334	0.934	5pts smooth	0.396404680	0.807490290	250pts smooth
42.170	0		0.332	0		0.896	0.332	0.896	5pts smooth	0.394662380	0.807254970	250pts smooth
42.175	1	0.330	0.330	1	0.857	0.857	0.342	0.869	5pts smooth	0.392942670	0.806907060	250pts smooth
42.180	0		0.374	0		0.865	0.374	0.865	5pts smooth	0.391003460	0.806495850	250pts smooth
42.185	0		0.418	0		0.873	0.418	0.873	5pts smooth	0.388865170	0.806022580	250pts smooth
42.190	0		0.461	0		0.882	0.461	0.882	5pts smooth	0.386548280	0.805488350	250pts smooth
42.195	1	0.505	0.505	1	0.890	0.890	0.467	0.883	5pts smooth	0.384073200	0.804894390	250pts smooth
42.200	0		0.397	0		0.868	0.397	0.868	5pts smooth	0.381460340	0.804241840	250pts smooth
42.205	1	0.289	0.289	1	0.845	0.845	0.289	0.845	5pts smooth	0.378730150	0.803531890	250pts smooth
42.210	0		0.354	0		0.784	0.342	0.772	5pts smooth	0.375903070	0.802765670	250pts smooth
42.215	1	0.420	0.420	1	0.722	0.722	0.420	0.722	5pts smooth	0.372999490	0.801944430	250pts smooth
42.220	0		0.411	0		0.792	0.411	0.792	5pts smooth	0.370039910	0.801069320	250pts smooth
42.225	1	0.403	0.403	1	0.863	0.863	0.404	0.837	5pts smooth	0.367044690	0.800141510	250pts smooth
42.230	0		0.398	0		0.830	0.398	0.830	5pts smooth	0.364034300	0.799162150	250pts smooth
42.235	0		0.394	0		0.797	0.394	0.797	5pts smooth	0.361029150	0.798132420	250pts smooth
42.240	0		0.389	0		0.764	0.388	0.753	5pts smooth	0.358049690	0.797053520	250pts smooth
42.245	1	0.384	0.384	1	0.731	0.731	0.384	0.731	5pts smooth	0.355116340	0.795926630	250pts smooth
42.250	0		0.391	0		0.784	0.391	0.784	5pts smooth	0.352249530	0.794752840	250pts smooth
42.255	1	0.399	0.399	1	0.837	0.837	0.382	0.818	5pts smooth	0.349469720	0.793533440	250pts smooth
42.260	0		0.339	0		0.815	0.339	0.815	5pts smooth	0.346797290	0.792269530	250pts smooth
42.265	1	0.280	0.280	1	0.793	0.793	0.280	0.793	5pts smooth	0.344252710	0.790962340	250pts smooth
42.270	0		0.274	0		0.764	0.272	0.762	5pts smooth	0.341856390	0.789613010	250pts smooth
42.275	1	0.269	0.269	1	0.734	0.734	0.269	0.734	5pts smooth	0.339628760	0.788222670	250pts smooth
42.280	0		0.232	0		0.725	0.232	0.725	5pts smooth	0.337590250	0.786792580	250pts smooth
42.285	0		0.196	0		0.716	0.183	0.711	5pts smooth	0.335761310	0.785323860	250pts smooth
42.290	1	0.159	0.159	1	0.707	0.707	0.159	0.707	5pts smooth	0.334162350	0.783817710	250pts smooth
42.295	0		0.221	0		0.737	0.221	0.737	5pts smooth	0.332813830	0.782275260	250pts smooth
42.300	0		0.283	0		0.768	0.301	0.779	5pts smooth	0.331529800	0.780567470	250pts smooth
42.305	1	0.345	0.345	1	0.798	0.798	0.345	0.798	5pts smooth	0.330119790	0.778577980	250pts smooth
42.310	0		0.260	0		0.734	0.278	0.745	5pts smooth	0.328597430	0.776327010	250pts smooth
42.315	0		0.175	0		0.669	0.175	0.669	5pts smooth	0.326976330	0.773834820	250pts smooth
42.320	1	0.090	0.090	1	0.605	0.605	0.155	0.651	5pts smooth	0.325270120	0.771121560	250pts smooth
42.325	0		0.265	0		0.724	0.265	0.724	5pts smooth	0.323492410	0.768207490	250pts smooth
42.330	1	0.439	0.439	1	0.843	0.843	0.439	0.843	5pts smooth	0.321656790	0.765112880	250pts smooth
42.335	0		0.407	0		0.807	0.424	0.816	5pts smooth	0.319776920	0.761857930	250pts smooth
42.340	1	0.374	0.374	1	0.771	0.771	0.374	0.771	5pts smooth	0.317866410	0.758462910	250pts smooth
42.345	0		0.408	0		0.817	0.408	0.817	5pts smooth	0.315938860	0.754947900	250pts smooth
42.350	1	0.442	0.442	1	0.862	0.862	0.426	0.839	5pts smooth	0.314007880	0.751333300	250pts smooth
42.355	0		0.414	0		0.815	0.414	0.815	5pts smooth	0.312087090	0.747639300	250pts smooth
42.360	1	0.386	0.386	1	0.769	0.769	0.386	0.769	5pts smooth	0.310190140	0.743886050	250pts smooth
42.365	2	0.361	0.361	2	0.773	0.773	0.344	0.756	5pts smooth	0.308330600	0.740093830	250pts smooth
42.370	0		0.271	0		0.732	0.271	0.732	5pts smooth	0.306522130	0.736282940	250pts smooth
42.375	1	0.182	0.182	1	0.691	0.691	0.194	0.677	5pts smooth	0.304778310	0.732473490	250pts smooth
42.380	0		0.143	0		0.595	0.143	0.595	5pts smooth	0.303112780	0.728685740	250pts smooth
42.385	1	0.105	0.105	1	0.499	0.499	0.098	0.526	5pts smooth	0.301539150	0.724939940	250pts smooth
42.390	0		0.040	0		0.511	0.040	0.511	5pts smooth	0.300071030	0.721256320	250pts smooth
42.395	0		-0.025	0		0.523	-0.025	0.523	5pts smooth	0.298722060	0.717655120	250pts smooth
42.400	1	-0.090	-0.090	1	0.535	0.535	-0.022	0.565	5pts smooth	0.297505830	0.714156510	250pts smooth
42.405	0		0.117	0		0.666	0.117	0.666	5pts smooth	0.296435980	0.710780800	250pts smooth
42.410	1	0.323	0.323	1	0.797	0.797	0.323	0.797	5pts smooth	0.295526090	0.707548140	250pts smooth
42.415	0		0.315	0		0.754	0.341	0.776	5pts smooth	0.294789820	0.704478860	250pts smooth
42.420	0		0.306	0		0.712	0.306	0.712	5pts smooth	0.294240740	0.701593100	250pts smooth
42.425	1	0.298	0.298	1	0.669	0.669	0.298	0.669	5pts smooth	0.293892530	0.698911070	250pts smooth
42.430	0		0.297	0		0.681	0.292	0.675	5pts smooth	0.293682430	0.696231960	250pts smooth
42.435	1	0.297	0.297	1	0.692	0.692	0.297	0.692	5pts smooth	0.293537880	0.693352100	250pts smooth
42.440	0		0.330	0		0.696	0.326	0.697	5pts smooth	0.293457810	0.690287590	250pts smooth
42.445	0		0.363	0		0.699	0.363	0.699	5pts smooth	0.293441090	0.687054460	250pts smooth
42.450	1	0.396	0.396	1	0.703	0.703	0.377	0.689	5pts smooth	0.293486650	0.683668910	250pts smooth
42.455	0		0.352	0		0.652	0.352	0.652	5pts smooth	0.293593380	0.680146870	250pts smooth
42.460	1	0.307	0.307	1	0.601	0.601	0.307	0.601	5pts smooth	0.293760180	0.676504610	250pts smooth
42.465	0		0.327	0		0.629	0.319	0.619	5pts smooth	0.293985930	0.672758040	250pts smooth
42.470	0		0.347	0		0.656	0.347	0.656	5pts smooth	0.294269560	0.668923380	250pts smooth
42.475	1	0.367	0.367	1	0.684	0.684	0.367	0.684	5pts smooth	0.294609930	0.665016710	250pts smooth
42.480	0		0.351	0		0.637	0.351	0.632	5pts smooth	0.295005950	0.661054020	250pts smooth
42.485	1	0.334	0.334	1	0.589	0.589	0.334	0.589	5pts smooth	0.295456530	0.657051500	250pts smooth
42.490	0		0.348	0		0.654	0.348	0.654	5pts smooth	0.295960580	0.653025150	250pts smooth
42.495	0		0.362	0		0.718	0.366	0.729	5pts smooth	0.296516950	0.648991170	250pts smooth
42.500	1	0.376	0.376	1	0.783	0.783	0.376	0.783	5pts smooth	0.297124590	0.644965530	250pts smooth
42.505	0		0.361	0		0.761	0.361	0.769	5pts smooth	0.297782390	0.640964390	250pts smooth
42.510	1	0.346	0.346	1	0.739	0.739	0.346	0.739	5pts smooth	0.298489240	0.637003840	250pts smooth
42.515	0		0.360	0		0.740	0.356	0.737	5pts smooth	0.299244020	0.633099910	250pts smooth
42.520	0		0.374	0		0.741	0.374	0.741	5pts smooth	0.300045640	0.629268770	250pts smooth
42.525	1	0.388	0.388	1	0.742	0.742	0.388	0.742	5pts smooth	0.300893010	0.625526430	250pts smooth
42.530	0		0.353	0		0.731	0.356	0.741	5pts smooth	0.301785020	0.621889000	250pts smooth
42.535	1	0.318	0.318	1	0.721	0.721	0.318	0.721	5pts smooth	0.302720580	0.618372620	250pts smooth
42.540	0		0.310	0		0.648	0.310	0.648	5pts smooth	0.303698570	0.614993330	250pts smooth
42.545	0		0.302	0		0.575	0.297	0.552	5pts smooth	0.304717900	0.611767230	250pts smooth
42.550	1	0.294	0.294	1	0.502	0.502	0.294	0.502	5pts smooth	0.305777460	0.608710410	250pts smooth
42.555	0		0.330	0		0.616	0.330	0.616	5pts smooth	0.306876150	0.605838950	250pts smooth
42.560	1	0.365	0.365	1	0.730	0.730	0.342	0.689	5pts smooth	0.308121410	0.603047910	250pts smooth
42.565	0		0.305	0		0.680	0.305	0.680	5pts smooth	0.309610040	0.600223900	250pts smooth
42.570	0		0.244	0		0.631	0.241	0.639	5pts smooth	0.311324830	0.597370390	250pts smooth
42.575	1	0.184	0.184	1	0.581	0.581	0.184	0.581	5pts smooth	0.313248630	0.594490830	250pts smooth
42.580	0		0.150	0		0.466	0.132	0.431	5pts smooth	0.315364300	0.591588800	250pts smooth
42.585	1	0.115	0.115	1	0.352	0.352	0.115	0.352	5pts smooth	0.317654670	0.588667690	250pts smooth
42.590	1	0.198	0.198	1	0.582	0.582	0.198	0.582	5pts smooth	0.320102540	0.585730970	250pts smooth
42.595	0		0.327	0		0.586	0.341	0.614	5pts smooth	0.322690810	0.582782210	250pts smooth
42.600	1	0.456	0.456	1	0.590	0.590	0.456	0.590	5pts smooth	0.325402320	0.579824810	250pts smooth
42.605	0		0.424	0		0.593	0.424	0.593	5pts smooth	0.328219860	0.576862220	250pts smooth
42.610	1	0.392	0.392	1	0.597	0.597	0.398	0.604	5pts smooth	0.331126300	0.573898020	250pts smooth
42.615	0		0.384	0		0.629	0.384	0.629	5pts smooth	0.334104480	0.570935610	250pts smooth
42.620	1	0.376	0.376	1	0.661	0.661	0.376	0.661	5pts smooth	0.337137220	0.567978500	250pts smooth
42.625	1	0.417	0.417	1	0.687	0.687	0.403	0.672	5pts smooth	0.340207400	0.565030100	250pts smooth
42.630	0		0.425	0		0.650	0.425	0.650	5pts smooth	0.343297840	0.562094030	250pts smooth
42.635	1	0.434	0.434	1	0.614	0.614	0.410	0.614	5pts smooth	0.346391350	0.559173640	250pts smooth
42.640	0		0.350	0		0.577	0.350	0.577	5pts smooth	0.349470820	0.556272450	250pts smooth
42.645	1	0.267	0.267	1	0.540	0.540	0.291	0.542	5pts smooth	0.352519070	0.553393960	250pts smooth
42.650	0		0.282	0		0.509	0.282	0.509	5pts smooth	0.355518910	0.550541640	250pts smooth
42.655	1	0.297	0.297	1	0.477	0.477	0.297	0.477	5pts smooth	0.358453240	0.547718940	250pts smooth
42.660	1	0.149	0.149	1	0.402	0.402	0.225	0.443	5pts smooth	0.361304850	0.544929330	250pts smooth
42.665	0		0.222	0		0.467	0.222	0.467	5pts smooth	0.364056590	0.542176310	250pts smooth
42.670	1	0.294	0.294	1	0.531	0.531	0.294	0.531	5pts smooth	0.366691320	0.539463400	250pts smooth
42.675	0		0.220	0		0.460	0.211	0.460	5pts smooth	0.369191860	0.536794010	250pts smooth
42.680	1	0.147	0.147	1	0.389	0.389	0.147	0.389	5pts smooth	0.371541050	0.534171640	250pts smooth
42.685	0		0.296	0		0.453	0.296	0.453	5pts smooth	0.373721750	0.531599820	250pts smooth
42.690	1	0.444	0.444	1	0.517	0.517	0.410	0.502	5pts smooth	0.375913530	0.528997780	250pts smooth
42.695	0		0.456	0		0.520	0.456	0.520	5pts smooth	0.378297360	0.526289760	250pts smooth
42.700	0		0.469	0		0.523	0.466	0.516	5pts smooth	0.380858090	0.523486500	250pts smooth
42.705	1	0.481	0.481	1	0.526	0.526	0.481	0.526	5pts smooth	0.383580680	0.520598710	250pts smooth
42.710	0		0.511	0		0.585	0.527	0.609	5pts smooth	0.386449960	0.517637130	250pts smooth
42.715	1	0.541	0.541	1	0.644	0.644	0.541	0.644	5pts smooth	0.389450910	0.514612440	250pts smooth
42.720	0		0.426	0		0.451	0.426	0.451	5pts smooth	0.392568320	0.511535410	250pts smooth
42.725	1	0.310	0.310	1	0.259	0.259	0.348	0.314	5pts smooth	0.395787180	0.508416770	250pts smooth
42.730	0		0.346	0		0.288	0.346	0.288	5pts smooth	0.399092320	0.505267260	250pts smooth
42.735	0		0.381	0		0.316	0.381	0.316	5pts smooth	0.402468680	0.502097610	250pts smooth
42.740	1	0.417	0.417	1	0.345	0.345	0.428	0.379	5pts smooth	0.405901100	0.498918500	250pts smooth
42.745	0		0.499	0		0.510	0.499	0.510	5pts smooth	0.409374540	0.495740710	250pts smooth
42.750	1	0.581	0.581	1	0.674	0.674	0.581	0.674	5pts smooth	0.412873860	0.492574960	250pts smooth
42.755	0		0.473	0		0.694	0.485	0.740	5pts smooth	0.416383950	0.489431950	250pts smooth
42.760	1	0.365	0.365	1	0.713	0.713	0.365	0.713	5pts smooth	0.419889750	0.486322430	250pts smooth
42.765	0		0.352	0		0.507	0.339	0.504	5pts smooth	0.423376080	0.483257140	250pts smooth
42.770	1	0.339	0.339	1	0.300	0.300	0.339	0.300	5pts smooth	0.426827910	0.480246810	250pts smooth
42.775	0		0.336	0		0.343	0.334	0.312	5pts smooth	0.430230080	0.477302160	250pts smooth
42.780	0		0.332	0		0.387	0.332	0.387	5pts smooth	0.433567490	0.474433930	250pts smooth
42.785	1	0.329	0.329	1	0.430	0.430	0.329	0.430	5pts smooth	0.436825100	0.471652810	250pts smooth
42.790	0		0.427	0		0.486	0.432	0.498	5pts smooth	0.439987720	0.468969580	250pts smooth
42.795	1	0.525	0.525	1	0.541	0.541	0.525	0.541	5pts smooth	0.443040280	0.466394930	250pts smooth
42.800	0		0.482	0		0.482	0.482	0.482	5pts smooth	0.445967700	0.463939640	250pts smooth
42.805	0		0.440	0		0.424	0.434	0.410	5pts smooth	0.448754850	0.461614370	250pts smooth
42.810	1	0.397	0.397	1	0.365	0.365	0.397	0.365	5pts smooth	0.451386630	0.459429920	250pts smooth
42.815	0		0.402	0		0.414	0.402	0.414	5pts smooth	0.453847910	0.457396950	250pts smooth
42.820	1	0.407	0.407	1	0.464	0.464	0.432	0.466	5pts smooth	0.456289440	0.455415190	250pts smooth
42.825	0		0.512	0		0.521	0.512	0.521	5pts smooth	0.458864030	0.453381900	250pts smooth
42.830	1	0.618	0.618	1	0.578	0.578	0.587	0.544	5pts smooth	0.461559770	0.451304350	250pts smooth
42.835	0		0.600	0		0.501	0.600	0.501	5pts smooth	0.464364740	0.449189810	250pts smooth
42.840	1	0.583	0.583	1	0.424	0.424	0.570	0.440	5pts smooth	0.467267010	0.447045590	250pts smooth
42.845	0		0.515	0		0.413	0.515	0.413	5pts smooth	0.470254690	0.444878910	250pts smooth
42.850	0		0.446	0		0.402	0.446	0.402	5pts smooth	0.473315830	0.442697050	250pts smooth
42.855	1	0.378	0.378	1	0.391	0.391	0.405	0.387	5pts smooth	0.476438580	0.440507230	250pts smooth
42.860	0		0.420	0		0.362	0.420	0.362	5pts smooth	0.479610980	0.438316790	250pts smooth
42.865	1	0.463	0.463	1	0.333	0.333	0.463	0.333	5pts smooth	0.482821110	0.436132940	250pts smooth
42.870	0		0.509	0		0.356	0.525	0.334	5pts smooth	0.486057070	0.433962940	250pts smooth
42.875	1	0.556	0.556	1	0.380	0.380	0.556	0.380	5pts smooth	0.489306930	0.431814100	250pts smooth
42.880	0		0.472	0		0.532	0.472	0.532	5pts smooth	0.492558810	0.429693670	250pts smooth
42.885	0		0.388	0		0.683	0.377	0.728	5pts smooth	0.495800760	0.427608880	250pts smooth
42.890	1	0.304	0.304	1	0.835	0.835	0.304	0.835	5pts smooth	0.499020870	0.425567000	250pts smooth
42.895	0		0.309	0		0.631	0.286	0.646	5pts smooth	0.502207220	0.423575310	250pts smooth
42.900	1	0.315	0.315	1	0.427	0.427	0.315	0.427	5pts smooth	0.505347970	0.421641110	250pts smooth
42.905	0		0.415	0		0.461	0.416	0.440	5pts smooth	0.508431080	0.419771610	250pts smooth
42.910	1	0.515	0.515	1	0.495	0.495	0.515	0.495	5pts smooth	0.511444690	0.417974080	250pts smooth
42.915	0		0.512	0		0.459	0.512	0.459	5pts smooth	0.514376940	0.416255800	250pts smooth
42.920	0		0.510	0		0.422	0.502	0.410	5pts smooth	0.517215850	0.414624040	250pts smooth
42.925	1	0.507	0.507	1	0.386	0.386	0.507	0.386	5pts smooth	0.519949500	0.413086030	250pts smooth
42.930	0		0.567	0		0.448	0.567	0.448	5pts smooth	0.522566020	0.411649080	250pts smooth
42.935	1	0.627	0.627	1	0.509	0.509	0.598	0.461	5pts smooth	0.525053500	0.410320430	250pts smooth
42.940	0		0.571	0		0.378	0.571	0.378	5pts smooth	0.527399960	0.409107330	250pts smooth
42.945	1	0.515	0.515	1	0.247	0.247	0.515	0.247	5pts smooth	0.529593530	0.408017070	250pts smooth
42.950	0		0.605	0		0.357	0.598	0.343	5pts smooth	0.531773150	0.407029900	250pts smooth
42.955	1	0.696	0.696	1	0.467	0.467	0.696	0.467	5pts smooth	0.534077170	0.406119110	250pts smooth
42.960	0		0.701	0		0.447	0.712	0.463	5pts smooth	0.536492530	0.405281570	250pts smooth
42.965	0		0.707	0		0.426	0.707	0.426	5pts smooth	0.539006230	0.404514160	250pts smooth
42.970	1	0.712	0.712	1	0.406	0.406	0.656	0.386	5pts smooth	0.541605410	0.403813690	250pts smooth
42.975	1	0.586	0.586	1	0.343	0.343	0.586	0.343	5pts smooth	0.544277070	0.403177050	250pts smooth
42.980	1	0.649	0.649	1	0.352	0.352	0.649	0.352	5pts smooth	0.547008220	0.402601090	250pts smooth
42.985	1	0.714	0.714	1	0.404	0.404	0.646	0.435	5pts smooth	0.549785910	0.402082650	250pts smooth
42.990	1	0.581	0.581	1	0.476	0.476	0.581	0.476	5pts smooth	0.552597110	0.401618570	250pts smooth
42.995	1	0.597	0.597	1	0.300	0.300	0.597	0.300	5pts smooth	0.555428980	0.401205750	250pts smooth
43.000	0		0.628	0		0.413	0.634	0.391	5pts smooth	0.558268430	0.400841030	250pts smooth
43.005	2	0.660	0.660	2	0.525	0.525	0.660	0.525	5pts smooth	0.561102510	0.400521250	250pts smooth
43.010	0		0.635	0		0.522	0.635	0.522	5pts smooth	0.563918350	0.400243280	250pts smooth
43.015	1	0.611	0.611	1	0.520	0.520	0.607	0.409	5pts smooth	0.566702840	0.400003970	250pts smooth
43.020	1	0.603	0.603	1	0.332	0.332	0.603	0.332	5pts smooth	0.569443170	0.399800180	250pts smooth
43.025	1	0.654	0.654	1	0.662	0.662	0.616	0.372	5pts smooth	0.572126210	0.399628760	250pts smooth
43.030	1	0.594	0.594	1	0.291	0.291	0.594	0.291	5pts smooth	0.574739100	0.399486540	250pts smooth
43.035	0		0.557	0		0.318	0.544	0.268	5pts smooth	0.577268840	0.399370430	250pts smooth
43.040	2	0.519	0.519	2	0.344	0.344	0.519	0.344	5pts smooth	0.579702440	0.399277270	250pts smooth
43.045	0		0.559	0		0.367	0.559	0.367	5pts smooth	0.582027020	0.399203870	250pts smooth
43.050	1	0.598	0.598	1	0.391	0.391	0.587	0.384	5pts smooth	0.584229470	0.399147150	250pts smooth
43.055	0		0.591	0		0.387	0.591	0.387	5pts smooth	0.586296980	0.399103910	250pts smooth
43.060	0		0.583	0		0.382	0.583	0.382	5pts smooth	0.588216420	0.399071040	250pts smooth
43.065	1	0.576	0.576	1	0.378	0.378	0.558	0.348	5pts smooth	0.589974940	0.399045380	250pts smooth
43.070	0		0.498	0		0.256	0.498	0.256	5pts smooth	0.591559530	0.399023770	250pts smooth
43.075	1	0.421	0.421	1	0.135	0.135	0.421	0.135	5pts smooth	0.592957260	0.399003120	250pts smooth
43.080	1	0.544	0.544	1	0.299	0.299	0.517	0.253	5pts smooth	0.594182190	0.399040730	250pts smooth
43.085	1	0.613	0.613	1	0.367	0.367	0.613	0.367	5pts smooth	0.595263480	0.399191320	250pts smooth
43.090	0		0.587	0		0.324	0.597	0.334	5pts smooth	0.596210420	0.399447860	250pts smooth
43.095	1	0.562	0.562	1	0.281	0.281	0.562	0.281	5pts smooth	0.597032550	0.399803250	250pts smooth
43.100	0		0.555	0		0.270	0.553	0.266	5pts smooth	0.597739280	0.400250460	250pts smooth
43.105	0		0.549	0		0.259	0.549	0.259	5pts smooth	0.598339970	0.400782380	250pts smooth
43.110	1	0.542	0.542	1	0.248	0.248	0.542	0.248	5pts smooth	0.598844110	0.401391950	250pts smooth
43.115	0		0.591	0		0.277	0.596	0.264	5pts smooth	0.599261110	0.402072160	250pts smooth
43.120	1	0.640	0.640	1	0.306	0.306	0.640	0.306	5pts smooth	0.599600370	0.402815850	250pts smooth
43.125	0		0.593	0		0.398	0.593	0.398	5pts smooth	0.599871400	0.403616010	250pts smooth
43.130	1	0.546	0.546	1	0.490	0.490	0.558	0.448	5pts smooth	0.600083530	0.404465590	250pts smooth
43.135	0		0.548	0		0.414	0.548	0.414	5pts smooth	0.600246250	0.405357450	250pts smooth
43.140	1	0.549	0.549	1	0.338	0.338	0.549	0.338	5pts smooth	0.600368980	0.406284600	250pts smooth
43.145	0		0.527	0		0.270	0.530	0.269	5pts smooth	0.600461130	0.407239940	250pts smooth
